epoch,best_acc@1,loss,acc@1,acc@5,f1-micro,training_loss,training_acc@1,training_acc@5,training_f1-micro,training_learning-rate
113,0.68556,1.449457880859375,0.67748,0.88948,0.67748,2.0356278227442446,0.5395686365483451,0.7681479832287335,0.5395686365483451,0.3598659740363585
114,0.68556,1.420763740234375,0.67536,0.889,0.67536,2.0948530014194717,0.5270929441419673,0.7588764559256036,0.5270929441419673,0.35742687820730457
115,0.68896,1.3725145703125,0.68896,0.89764,0.68896,1.9718517776591198,0.5490036416628652,0.779136806017229,0.5490036416628652,0.3549751759445588
116,0.68628,1.34536943359375,0.68628,0.89832,0.68628,1.9668875445957494,0.5457356423665982,0.7781870777796288,0.5457356423665982,0.35251115496625185
117,0.68628,1.460839423828125,0.6662,0.88072,0.6662,2.12282129933916,0.518406823096768,0.75278885361574,0.518406823096768,0.35003510443617053
118,0.68628,1.42658310546875,0.68052,0.89344,0.68052,2.0059229883489706,0.543622886270822,0.7739273130942613,0.543622886270822,0.34754731492982277
119,0.68628,1.3783259326171875,0.6844,0.89572,0.6844,1.947830756177807,0.5535234139149199,0.7811903987145973,0.5535234139149199,0.3450480784003374
120,0.68628,1.4147272119140626,0.6802,0.89128,0.6802,2.022502770532302,0.5395546241645116,0.7716339529401873,0.5395546241645116,0.34253768814420227
121,0.68968,1.3298104150390626,0.68968,0.89768,0.68968,1.9607998187500584,0.5508190238350649,0.7784844517032052,0.5508190238350649,0.3400164387668445
122,0.68968,1.3573215283203126,0.68772,0.89648,0.68772,1.9515583224364343,0.5505263207060996,0.7810907550962262,0.5505263207060996,0.337484626148057
123,0.68968,1.3483884423828125,0.6928,0.9012,0.6928,1.8979002364142763,0.562203307233971,0.7892444055557545,0.562203307233971,0.3349425474072762
124,0.68968,1.3562674462890625,0.694,0.90112,0.694,1.8819630972985388,0.5665128937285241,0.7923660532875388,0.5665128937285241,0.3323905008687133
125,0.68968,1.451628818359375,0.68044,0.89088,0.68044,2.0624042171613217,0.5375321700978842,0.764705607600317,0.5375321700978842,0.3298287860263447
126,0.68968,1.3471993115234375,0.69468,0.90088,0.69468,1.9129017223944362,0.5614731063430948,0.7868436171256241,0.5614731063430948,0.3272577035087654
127,0.68968,1.4368507421875,0.68408,0.89116,0.68408,2.0164321009932347,0.5439358295097689,0.7725463148208984,0.5439358295097689,0.3246775550439083
128,0.68968,1.411419599609375,0.67252,0.89072,0.67252,2.0227747722875113,0.5354739066059048,0.770176665021509,0.5354739066059048,0.3220886434236355
129,0.68968,1.386795576171875,0.68684,0.89584,0.68684,1.9447667975868705,0.5533412529250851,0.782532473699534,0.5533412529250851,0.3194912724682045
130,0.68968,1.3943923828125,0.68624,0.89564,0.68624,1.9900648809938093,0.5441102058419185,0.7758501235425175,0.5441102058419185,0.316885746990613
131,0.68968,1.467661748046875,0.6736,0.89032,0.6736,2.0666344864325095,0.5335666654730191,0.7639302556948663,0.5335666654730191,0.31427237276082787
132,0.68968,1.3582141796875,0.69684,0.9054,0.69684,1.900123890052256,0.5640980929145603,0.7914677037906612,0.5640980929145603,0.31165145646990244
133,0.71052,1.2841791796875,0.71052,0.91124,0.71052,1.8145500588124805,0.5807666019502125,0.8037472228233707,0.5807666019502125,0.30902330569398373
134,0.71052,1.3869990234375,0.69484,0.89948,0.69484,1.9317435867906985,0.5619324011465244,0.7883258159488953,0.5619324011465244,0.30638822885821804
135,0.71052,1.4061757275390625,0.6886,0.89536,0.6886,1.9743729766503937,0.5525970396503754,0.7798436529350495,0.5525970396503754,0.3037465352005554
136,0.71052,1.3609043115234376,0.69336,0.89904,0.69336,1.946089597181611,0.5555910189961217,0.7814753171858774,0.5555910189961217,0.3010985347354591
137,0.71052,1.443511513671875,0.67936,0.89056,0.67936,2.047744538661237,0.5392556933093982,0.7675999433276921,0.5392556933093982,0.2984445382175245
138,0.71052,1.303122724609375,0.708,0.90884,0.708,1.8643706733115857,0.5731033849248547,0.7951918840272837,0.5731033849248547,0.29578485710500996
139,0.71052,1.372902607421875,0.69108,0.898,0.69108,1.9273455980579688,0.5589275232800188,0.7858892180934128,0.5589275232800188,0.2931198035232868
140,0.71052,1.315512177734375,0.70264,0.90396,0.70264,1.871121424496082,0.5700486852491635,0.7947855248961138,0.5700486852491635,0.2904496902282089
141,0.71052,1.3800125,0.6894,0.8982,0.6894,2.001954423836685,0.54711196984535,0.7743087613208385,0.54711196984535,0.28777483056941
142,0.71052,1.3217871728515624,0.70124,0.90424,0.70124,1.879112562434171,0.5704145641603702,0.7949583442967263,0.5704145641603702,0.2850955384535309
143,0.71052,1.3680968994140625,0.70084,0.90404,0.70084,1.8834918786315429,0.5692811180013981,0.7919254416625537,0.5692811180013981,0.28241212830738077
144,0.71052,1.325845,0.69728,0.9034,0.69728,1.8863680785392167,0.5670469212457321,0.7908791836696565,0.5670469212457321,0.27972491504103797
145,0.71052,1.5319958203125,0.66264,0.87832,0.66264,2.1636851229441327,0.5213058296187542,0.7494352230849353,0.5213058296187542,0.2770342140108937
146,0.71052,1.319780966796875,0.69204,0.89852,0.69204,1.8917657478865992,0.5618997055842463,0.7885453432956193,0.5618997055842463,0.27434034098264376
147,0.71236,1.2695398828125,0.71236,0.90884,0.71236,1.779248115598931,0.5897236290828584,0.8087278468103922,0.5897236290828584,0.27164361209423227
148,0.71236,1.3089639599609375,0.70896,0.90728,0.70896,1.8250886070035621,0.5795257275151839,0.802151367997895,0.5795257275151839,0.2689443438187507
149,0.71924,1.202783017578125,0.71924,0.91492,0.71924,1.7341701718963105,0.5959311151210748,0.8143063325076406,0.5959311151210748,0.26624285292729916
